folder_type,subfolder,filename,response,yes_no,explanation
bbox,hard_negative,ann_364.png,"Yes. The cell exhibits clear chromosome condensation in an irregular, hourglass-like morphology consistent with an anaphase mitotic figure, lacking an intact nuclear membrane.",yes.,"The cell exhibits clear chromosome condensation in an irregular, hourglass-like morphology consistent with an anaphase mitotic figure, lacking an intact nuclear membrane."
bbox,hard_negative,ann_367.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, irregular, and angular structures characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear condensation of chromatin into distinct, irregular, and angular structures characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_37.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, dark, irregularly shaped chromosomal structures characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear condensation of chromatin into distinct, dark, irregularly shaped chromosomal structures characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_370.png,"Yes. The cell exhibits clear chromosome condensation in an irregular, dark, and angular arrangement, characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear chromosome condensation in an irregular, dark, and angular arrangement, characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_372.png,"Yes. The cell inside the red box displays condensed, irregular chromatin material without an intact nuclear membrane, which is characteristic of the morphological features of a mitotic figure.",yes.,"The cell inside the red box displays condensed, irregular chromatin material without an intact nuclear membrane, which is characteristic of the morphological features of a mitotic figure."
bbox,hard_negative,ann_377.png,"Yes. The cell within the red box displays distinct, condensed chromosomal arms arranged in a disorganized pattern characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell within the red box displays distinct, condensed chromosomal arms arranged in a disorganized pattern characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_378.png,"Yes. The cell inside the box displays clear chromosomal condensation with a chaotic, irregular, and angular morphology consistent with an active mitotic figure, lacking an intact nuclear membrane.",yes.,"The cell inside the box displays clear chromosomal condensation with a chaotic, irregular, and angular morphology consistent with an active mitotic figure, lacking an intact nuclear membrane."
bbox,hard_negative,ann_379.png,"Yes. The cell exhibits clear chromosomal condensation with a characteristic disorganized, star-like arrangement indicative of active mitosis, lacking a distinct nuclear membrane.",yes.,"The cell exhibits clear chromosomal condensation with a characteristic disorganized, star-like arrangement indicative of active mitosis, lacking a distinct nuclear membrane."
bbox,hard_negative,ann_38.png,"YES. The cell exhibits clear condensation of chromatin into distinct, irregular, and angular chromosomal forms characteristic of a mitotic figure, with no discernible nuclear membrane.",yes.,"The cell exhibits clear condensation of chromatin into distinct, irregular, and angular chromosomal forms characteristic of a mitotic figure, with no discernible nuclear membrane."
bbox,hard_negative,ann_380.png,"Yes. The cell within the red box displays distinct, condensed chromosome arms organized in an asymmetric pattern, characteristic of the metaphase or anaphase stage of mitosis.",yes.,"The cell within the red box displays distinct, condensed chromosome arms organized in an asymmetric pattern, characteristic of the metaphase or anaphase stage of mitosis."
bbox,hard_negative,ann_382.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, irregular chromosome arms with no visible nuclear membrane, which is characteristic of a mitotic figure in metaphase or anaphase.",yes.,"The cell exhibits clear condensation of chromatin into distinct, irregular chromosome arms with no visible nuclear membrane, which is characteristic of a mitotic figure in metaphase or anaphase."
bbox,hard_negative,ann_385.png,"Yes. The cell exhibits clear chromosome condensation forming a distinct V-shaped or star-like configuration characteristic of an active mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear chromosome condensation forming a distinct V-shaped or star-like configuration characteristic of an active mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_386.png,"Yes. The cell within the red box displays distinct, condensed chromosome arms organized in an irregular, chaotic pattern consistent with a mitotic figure, likely in the metaphase or anaphase stage, with no clearly defined nuclear membrane.",yes.,"The cell within the red box displays distinct, condensed chromosome arms organized in an irregular, chaotic pattern consistent with a mitotic figure, likely in the metaphase or anaphase stage, with no clearly defined nuclear membrane."
bbox,hard_negative,ann_387.png,"No. The cell inside the red box is an apoptotic cell characterized by a rounded, condensed, and hyperchromatic nucleus with an intact nuclear boundary rather than the distinct chromosome configurations required for a mitotic figure.",no.,"The cell inside the red box is an apoptotic cell characterized by a rounded, condensed, and hyperchromatic nucleus with an intact nuclear boundary rather than the distinct chromosome configurations required for a mitotic figure."
bbox,hard_negative,ann_4.png,"Yes. The cell within the red box displays distinct, condensed chromosomal material in an irregular, chaotic arrangement, characteristic of a cell in an active phase of mitosis.",yes.,"The cell within the red box displays distinct, condensed chromosomal material in an irregular, chaotic arrangement, characteristic of a cell in an active phase of mitosis."
bbox,hard_negative,ann_405.png,"No. The cell displays a dark, dense, and uniformly shrunken appearance characteristic of an apoptotic body rather than the distinct, organized chromosomal arms of an active mitotic figure.",no.,"The cell displays a dark, dense, and uniformly shrunken appearance characteristic of an apoptotic body rather than the distinct, organized chromosomal arms of an active mitotic figure."
bbox,hard_negative,ann_407.png,"No. The cell inside the box appears to be a small lymphocyte or an apoptotic cell with a condensed, dark, round nucleus lacking the distinct, organized chromosome structures characteristic of an active mitotic figure.",no.,"The cell inside the box appears to be a small lymphocyte or an apoptotic cell with a condensed, dark, round nucleus lacking the distinct, organized chromosome structures characteristic of an active mitotic figure."
bbox,hard_negative,ann_408.png,"No. The cell appears to be an apoptotic cell with a dense, shrunken, and hyperchromatic nucleus that lacks the distinct, organized chromosomal structures characteristic of active mitosis.",no.,"The cell appears to be an apoptotic cell with a dense, shrunken, and hyperchromatic nucleus that lacks the distinct, organized chromosomal structures characteristic of active mitosis."
bbox,hard_negative,ann_409.png,"No. The nucleus appears hyperchromatic and shrunken with a smooth, intact boundary, which is characteristic of an apoptotic cell rather than the distinct condensed chromosome structure required for a mitotic figure.",no.,"The nucleus appears hyperchromatic and shrunken with a smooth, intact boundary, which is characteristic of an apoptotic cell rather than the distinct condensed chromosome structure required for a mitotic figure."
